temperature_k,pressure_kpa,smiles1,x_alpha_1,x_beta_1,smiles2,x_alpha_2,x_beta_2,smiles3,x_alpha_3,x_beta_3,doi,source_url,source_dataset,source_point,source_excel_row
295.15,101.0,CCOCC,0.441,0.029,CC(C)=O,0.361,0.12,O,0.19799999999999995,0.851,10.1016/j.fluid.2017.01.027,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.01.027.json,5,3,1006
295.15,101.0,CCOCC,0.376,0.035,CC(C)=O,0.389,0.148,O,0.235,0.817,10.1016/j.fluid.2017.01.027,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.01.027.json,5,4,1007
318.15,101.3,CC(=O)O,0.025,0.008,CCCCO,0.418,0.023,O,0.5569999999999999,0.969,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,2,0,1008
318.15,101.3,CC(=O)O,0.056,0.018,CCCCO,0.323,0.033,O,0.621,0.949,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,2,1,1009
318.15,101.3,CC(=O)O,0.065,0.027,CCCCO,0.263,0.047,O,0.6719999999999999,0.926,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,2,2,1010
318.15,101.3,CCCCO,0.286,0.011,CCCCOC(C)=O,0.451,0.01,O,0.263,0.979,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,4,0,1011
318.15,101.3,CCCCO,0.121,0.005,CCCCOC(C)=O,0.739,0.019,O,0.14,0.976,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,4,1,1012
318.15,101.3,CCCCO,0.44,0.021,CCCCOC(C)=O,0.095,0.003,O,0.46499999999999997,0.976,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,4,2,1013
318.15,101.3,CCCCO,0.389,0.019,CCCCOC(C)=O,0.235,0.007,O,0.376,0.974,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,4,3,1014
318.15,101.3,CC(=O)O,0.031,0.017,CCCCOC(C)=O,0.871,0.005,O,0.09799999999999998,0.978,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,7,0,1015
318.15,101.3,CC(=O)O,0.077,0.033,CCCCOC(C)=O,0.801,0.005,O,0.122,0.962,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,7,1,1016
318.15,101.3,CC(=O)O,0.121,0.049,CCCCOC(C)=O,0.742,0.006,O,0.137,0.945,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,7,2,1017
318.15,101.3,CC(=O)O,0.161,0.07,CCCCOC(C)=O,0.65,0.005,O,0.18899999999999995,0.925,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,7,3,1018
318.15,101.3,CC(=O)O,0.214,0.096,CCCCOC(C)=O,0.508,0.009,O,0.278,0.895,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,7,4,1019
318.15,101.3,CC(=O)O,0.252,0.119,CCCCOC(C)=O,0.422,0.012,O,0.32600000000000007,0.869,10.1016/j.fluid.2019.04.020,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2019.04.020.json,7,5,1020
298.15,101.0,Oc1ccccc1O,0.0,0.0,O,0.994,0.71,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006000000000000005,0.29000000000000004,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,4,0,1021
298.15,101.0,Oc1ccccc1O,0.004,0.048,O,0.99,0.704,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.006000000000000005,0.248,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,4,1,1022
298.15,101.0,Oc1ccccc1O,0.006,0.06,O,0.987,0.704,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.007000000000000006,0.236,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,4,2,1023
298.15,101.0,Oc1ccccc1O,0.008,0.073,O,0.984,0.7010000000000001,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.008000000000000007,0.22599999999999998,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,4,3,1024
298.15,101.0,Oc1ccccc1O,0.01,0.087,O,0.981,0.7030000000000001,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.009000000000000008,0.20999999999999996,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,4,4,1025
298.15,101.0,Oc1ccccc1O,0.017,0.108,O,0.972,0.714,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01100000000000001,0.17800000000000005,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,4,5,1026
298.15,101.0,Oc1ccccc1O,0.03,0.127,O,0.955,0.751,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.015000000000000013,0.122,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,4,6,1027
298.15,101.0,Oc1ccccc1O,0.042,0.087,O,0.9339999999999999,0.8420000000000001,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02400000000000002,0.07099999999999995,10.1016/j.fluid.2017.04.022,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2017.04.022.json,4,7,1028
298.15,101.0,CCC(=O)O,0.0,0.0,CCCCC(CC)CO,9.999999999998899e-05,0.9755,O,0.9999,0.024499999999999966,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,0,1029
298.15,101.0,CCC(=O)O,0.1098,0.2001,CCCCC(CC)CO,0.003499999999999948,0.7249,O,0.8867,0.07499999999999996,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,1,1030
298.15,101.0,CCC(=O)O,0.2178,0.321,CCCCC(CC)CO,0.004800000000000026,0.5383,O,0.7774,0.14070000000000005,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,2,1031
298.15,101.0,CCC(=O)O,0.3048,0.395,CCCCC(CC)CO,0.007200000000000095,0.4024,O,0.688,0.2026,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,3,1032
298.15,101.0,CCC(=O)O,0.43,0.4798,CCCCC(CC)CO,0.03109999999999991,0.2197,O,0.5389000000000002,0.3005,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,4,1033
298.15,101.0,CCC(=O)O,0.4691,0.4855,CCCCC(CC)CO,0.06179999999999997,0.1951000000000001,O,0.46909999999999996,0.3193999999999999,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,5,1034
303.15,101.0,CCC(=O)O,0.0,0.0,CCCCC(CC)CO,0.01400000000000001,0.9796,O,0.986,0.020399999999999974,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,6,1035
303.15,101.0,CCC(=O)O,0.0611,0.1639,CCCCC(CC)CO,0.0009000000000000119,0.7388,O,0.938,0.09729999999999994,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,7,1036
303.15,101.0,CCC(=O)O,0.151,0.2496,CCCCC(CC)CO,0.001299999999999968,0.5965,O,0.8477,0.15389999999999993,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,8,1037
303.15,101.0,CCC(=O)O,0.2409,0.3354,CCCCC(CC)CO,0.001800000000000024,0.4542,O,0.7573,0.21040000000000003,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,9,1038
303.15,101.0,CCC(=O)O,0.3009,0.3766,CCCCC(CC)CO,0.004899999999999904,0.3693,O,0.6942000000000002,0.2541,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,10,1039
303.15,101.0,CCC(=O)O,0.3594,0.413,CCCCC(CC)CO,0.01140000000000008,0.2683,O,0.6292,0.3187,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,11,1040
303.15,101.0,CCC(=O)O,0.4169,0.4273,CCCCC(CC)CO,0.04170000000000007,0.2137,O,0.5413999999999999,0.359,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,12,1041
308.15,101.0,CCC(=O)O,0.0,0.0,CCCCC(CC)CO,0.005199999999999982,0.9697,O,0.9948,0.030299999999999994,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,13,1042
308.15,101.0,CCC(=O)O,0.1125,0.1744,CCCCC(CC)CO,0.005899999999999905,0.7322,O,0.8816,0.09340000000000004,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,14,1043
308.15,101.0,CCC(=O)O,0.2213,0.2768,CCCCC(CC)CO,0.007100000000000106,0.5805,O,0.7715999999999998,0.14270000000000005,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,15,1044
308.15,101.0,CCC(=O)O,0.3019,0.354,CCCCC(CC)CO,0.008399999999999963,0.4370000000000001,O,0.6897,0.20899999999999985,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,16,1045
308.15,101.0,CCC(=O)O,0.3736,0.4106,CCCCC(CC)CO,0.01190000000000002,0.2958,O,0.6145,0.29359999999999997,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,17,1046
308.15,101.0,CCC(=O)O,0.4474,0.4464,CCCCC(CC)CO,0.05669999999999997,0.1877,O,0.4959,0.3659,10.1016/j.jct.2008.01.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2008.01.001.json,8,18,1047
298.15,101.0,Cc1cccc(C)c1,0.1745,0.0683,CCCCCCC,0.7972,0.0344,O=CN1CCOCC1,0.028299999999999992,0.8973,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,0,1048
298.15,101.0,Cc1cccc(C)c1,0.2981,0.1224,CCCCCCC,0.6549,0.0396,O=CN1CCOCC1,0.04699999999999993,0.838,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,1,1049
298.15,101.0,Cc1cccc(C)c1,0.3887,0.1671,CCCCCCC,0.5438,0.0442,O=CN1CCOCC1,0.06750000000000012,0.7887,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,2,1050
298.15,101.0,Cc1cccc(C)c1,0.4532,0.2046,CCCCCCC,0.4567,0.0481,O=CN1CCOCC1,0.09010000000000007,0.7473000000000001,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,3,1051
298.15,101.0,Cc1cccc(C)c1,0.4858,0.2269,CCCCCCC,0.4086,0.0505,O=CN1CCOCC1,0.10559999999999992,0.7226,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,4,1052
298.15,101.0,Cc1cccc(C)c1,0.5143,0.25,CCCCCCC,0.3623,0.0529,O=CN1CCOCC1,0.12339999999999995,0.6971,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,5,1053
313.15,101.0,Cc1cccc(C)c1,0.1712,0.0712,CCCCCCC,0.7953,0.0405,O=CN1CCOCC1,0.033499999999999974,0.8883,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,6,1054
313.15,101.0,Cc1cccc(C)c1,0.2928,0.1284,CCCCCCC,0.6527,0.0471,O=CN1CCOCC1,0.05449999999999999,0.8245,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,7,1055
313.15,101.0,Cc1cccc(C)c1,0.3812,0.1766,CCCCCCC,0.5407,0.053,O=CN1CCOCC1,0.07810000000000006,0.7704,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,8,1056
313.15,101.0,Cc1cccc(C)c1,0.4441,0.2181,CCCCCCC,0.4519,0.0584,O=CN1CCOCC1,0.10399999999999998,0.7235,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,9,1057
313.15,101.0,Cc1cccc(C)c1,0.4753,0.2433,CCCCCCC,0.4023,0.0619,O=CN1CCOCC1,0.12240000000000006,0.6948000000000001,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,10,1058
313.15,101.0,Cc1cccc(C)c1,0.502,0.2699,CCCCCCC,0.354,0.0658,O=CN1CCOCC1,0.14400000000000002,0.6643,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,11,1059
313.15,101.0,Cc1cccc(C)c1,0.5176,0.29,CCCCCCC,0.3207,0.0688,O=CN1CCOCC1,0.16170000000000007,0.6412,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,12,1060
333.15,101.0,Cc1cccc(C)c1,0.1674,0.0749,CCCCCCC,0.7915,0.0499,O=CN1CCOCC1,0.041100000000000025,0.8752,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,13,1061
333.15,101.0,Cc1cccc(C)c1,0.286,0.1363,CCCCCCC,0.6483,0.0585,O=CN1CCOCC1,0.06570000000000009,0.8052,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,14,1062
333.15,101.0,Cc1cccc(C)c1,0.3716,0.1892,CCCCCCC,0.5344,0.0669,O=CN1CCOCC1,0.09400000000000008,0.7439,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,15,1063
333.15,101.0,Cc1cccc(C)c1,0.4314,0.236,CCCCCCC,0.4428,0.0752,O=CN1CCOCC1,0.1257999999999999,0.6888000000000001,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,16,1064
333.15,101.0,Cc1cccc(C)c1,0.4603,0.2654,CCCCCCC,0.3905,0.081,O=CN1CCOCC1,0.1492,0.6536,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,17,1065
333.15,101.0,Cc1cccc(C)c1,0.4837,0.2978,CCCCCCC,0.3382,0.088,O=CN1CCOCC1,0.17809999999999993,0.6142,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,18,1066
333.15,101.0,Cc1cccc(C)c1,0.4955,0.3226,CCCCCCC,0.3019,0.094,O=CN1CCOCC1,0.2026,0.5834,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,19,1067
353.15,101.0,Cc1cccc(C)c1,0.1637,0.0783,CCCCCCC,0.7863,0.0606,O=CN1CCOCC1,0.050000000000000044,0.8611,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,20,1068
353.15,101.0,Cc1cccc(C)c1,0.2794,0.1436,CCCCCCC,0.6419,0.0718,O=CN1CCOCC1,0.07869999999999999,0.7846,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,21,1069
353.15,101.0,Cc1cccc(C)c1,0.362,0.2011,CCCCCCC,0.5255,0.0833,O=CN1CCOCC1,0.11250000000000004,0.7156,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,22,1070
353.15,101.0,Cc1cccc(C)c1,0.4184,0.2536,CCCCCCC,0.4298,0.0957,O=CN1CCOCC1,0.15179999999999993,0.6507000000000001,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,23,1071
353.15,101.0,Cc1cccc(C)c1,0.4442,0.2878,CCCCCCC,0.3734,0.1053,O=CN1CCOCC1,0.1824,0.6069,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,24,1072
353.15,101.0,Cc1cccc(C)c1,0.4622,0.3278,CCCCCCC,0.3143,0.1185,O=CN1CCOCC1,0.22350000000000003,0.5537000000000001,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,25,1073
353.15,101.0,Cc1cccc(C)c1,0.4668,0.3608,CCCCCCC,0.2705,0.1321,O=CN1CCOCC1,0.26269999999999993,0.5071,10.1016/j.jct.2007.05.001,https://trc.nist.gov/ThermoML/10.1016/j.jct.2007.05.001.json,3,26,1074
298.15,100.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.056,0.749,O,0.943,0.131,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0010000000000000009,0.12,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,0,0,1075
298.15,100.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.047,0.717,O,0.952,0.133,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0010000000000000009,0.15000000000000002,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,0,1,1076
298.15,100.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.039,0.687,O,0.96,0.135,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0010000000000000009,0.17799999999999994,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,0,2,1077
298.15,100.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.029,0.659,O,0.97,0.136,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0010000000000000009,0.20499999999999996,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,0,3,1078
298.15,100.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.014,0.607,O,0.985,0.139,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0010000000000000009,0.254,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,0,4,1079
298.15,100.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.012,0.523,O,0.987,0.155,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0010000000000000009,0.32199999999999995,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,0,5,1080
298.15,100.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.01,0.453,O,0.989,0.183,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0010000000000000009,0.364,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,0,6,1081
298.15,100.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.007,0.372,O,0.993,0.196,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0,0.43199999999999994,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,0,7,1082
298.15,100.0,O=C(O)c1ccccc1C(=O)O,0.12,0.624,O,0.88,0.183,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0,0.19300000000000006,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,1,0,1083
298.15,100.0,O=C(O)c1ccccc1C(=O)O,0.082,0.463,O,0.918,0.196,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0,0.34099999999999997,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,1,2,1085
298.15,100.0,O=C(O)c1ccccc1C(=O)O,0.062,0.309,O,0.937,0.184,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0009999999999998899,0.507,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,1,4,1087
298.15,100.0,O=C(O)c1ccccc1C(=O)O,0.046,0.221,O,0.953,0.172,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0010000000000000009,0.607,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,1,5,1088
298.15,100.0,O=C(O)c1ccccc1C(=O)O,0.041,0.187,O,0.959,0.179,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0,0.634,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,1,6,1089
298.15,100.0,O=C(O)c1ccccc1C(=O)O,0.038,0.105,O,0.961,0.183,CCCCn1cc[n+](C)c1C.F[P-](F)(F)(F)(F)F,0.0010000000000000009,0.712,10.1016/j.fluid.2014.08.004,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2014.08.004.json,1,7,1090
313.15,101.3,Cc1ccc(C)cc1,0.0896,0.0199,CCCCCCC,0.9104,0.0058,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.9742999999999999,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,0,0,1091
313.15,101.3,Cc1ccc(C)cc1,0.2008,0.0409,CCCCCCC,0.7992,0.0058,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.9533,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,0,1,1092
313.15,101.3,Cc1ccc(C)cc1,0.3127,0.0626,CCCCCCC,0.6873,0.0054,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.9319999999999999,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,0,2,1093
313.15,101.3,Cc1ccc(C)cc1,0.406,0.0772,CCCCCCC,0.594,0.006,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.9168,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,0,3,1094
313.15,101.3,Cc1ccc(C)cc1,0.4998,0.0947,CCCCCCC,0.5002,0.0047,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.9006,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,0,4,1095
313.15,101.3,Cc1ccc(C)cc1,0.6129,0.115,CCCCCCC,0.3871,0.0033,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.8817,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,0,5,1096
313.15,101.3,Cc1ccc(C)cc1,0.6987,0.129,CCCCCCC,0.3013,0.0128,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.8582,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,0,6,1097
313.15,101.3,Cc1ccc(C)cc1,0.8089,0.1471,CCCCCCC,0.1911,0.0076,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.8452999999999999,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,0,7,1098
313.15,101.3,Cc1ccc(C)cc1,0.8879,0.1712,CCCCCCC,0.1121,0.0097,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.8190999999999999,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,0,8,1099
313.15,101.3,Cc1ccc(C)cc1,0.1118,0.0234,CCCCCCCC,0.8882,0.0188,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.9578,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,1,0,1100
313.15,101.3,Cc1ccc(C)cc1,0.211,0.0416,CCCCCCCC,0.789,0.025,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.9334,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,1,1,1101
313.15,101.3,Cc1ccc(C)cc1,0.2883,0.0565,CCCCCCCC,0.7117,0.0131,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.9304,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,1,2,1102
313.15,101.3,Cc1ccc(C)cc1,0.4169,0.0784,CCCCCCCC,0.5831,0.0133,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.9083,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,1,3,1103
313.15,101.3,Cc1ccc(C)cc1,0.5161,0.0981,CCCCCCCC,0.4839,0.0134,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.8885,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,1,4,1104
313.15,101.3,Cc1ccc(C)cc1,0.6274,0.1168,CCCCCCCC,0.3726,0.0173,CCOS(=O)(=O)[O-].CC[n+]1cccc(C)c1,0.0,0.8659,10.1016/j.fluid.2012.07.005,https://trc.nist.gov/ThermoML/10.1016/j.fluid.2012.07.005.json,1,5,1105
